gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition,model_logprobs
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'K': -2.4208142747102195, 'A': -2.1708190028206036, 'C': -2.170817120031306, 'D': -2.170819343851228, 'B': -2.295818616382419, 'F': -2.2958149428572816, 'J': -2.2957996788311563, 'G': -2.5458149428572816, 'H': -2.54581380447453, 'L': -2.920814015844283, 'E': -3.545815157063359, 'I': -3.6708120867632656}"
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'F': -0.47533329361112875, 'G': -2.4753329586543527, 'J': -2.72531705812531, 'K': -2.8503298544673297, 'E': -3.3503326500423936, 'D': -3.7253377437591553, 'H': -3.7253298544673297, 'A': -3.8503377437591553, 'L': -3.8503255246113945, 'B': -3.9753377437591553, 'I': -4.350330094036774, 'C': -4.475337505340576}"
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'J': -1.159767542649707, 'K': -1.9097796463708914, 'H': -2.1597792567654057, 'L': -2.159778715136182, 'I': -2.6597815106803013, 'D': -3.159787654876709, 'G': -3.284777524829589, 'C': -3.4097797655792403, 'F': -3.409777203269056, 'A': -3.534787654876709, 'B': -3.534787654876709, 'E': -4.159787654876709}"
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'K': -2.070974008396908, 'D': -2.0709780663743405, 'H': -2.1959747769192024, 'J': -2.1959638472893603, 'C': -2.4459751266223866, 'G': -2.445973137547773, 'F': -2.5709735865748358, 'A': -2.6959776465410616, 'L': -2.695973137547773, 'B': -2.820977047996431, 'I': -3.0709745936987223, 'E': -3.445974008396908}"
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'D': -2.04373459958014, 'A': -2.043734798835488, 'J': -2.043712020558198, 'C': -2.418731347874447, 'H': -2.4187294902248784, 'B': -2.543733795414804, 'E': -2.668731744139774, 'F': -2.7937264094966996, 'G': -2.793730477025312, 'I': -2.7937332504499177, 'K': -2.9187264094966996, 'L': -3.1687211867668994}"
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'F': -2.5962039942896795, 'G': -1.5962054439000137, 'I': -1.8462057397631082, 'A': -1.971208431258102, 'C': -2.0962055343372303, 'K': -2.3462030672760177, 'E': -2.971205362217457, 'L': -3.2212008265263665, 'D': -3.3462075634212987, 'B': -3.4712071116292025, 'H': -3.5962020168329594, 'J': -4.096188128304846}"
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'I': -3.2331454406480984, 'B': -1.6081461361115776, 'C': -2.1081430733822506, 'G': -2.233139140773705, 'A': -2.483150775287357, 'H': -2.483134091227057, 'D': -2.6081492729146083, 'F': -2.608134091227057, 'K': -2.8581326189491647, 'E': -2.9831430733822506, 'L': -3.2331326189491647, 'J': -3.7330948670729294}"
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'D': -1.8745255432492056, 'F': -2.124521205602375, 'A': -2.3745245714338283, 'B': -2.37452471721221, 'C': -2.3745230105452793, 'G': -2.374522192433119, 'J': -2.3745097871555116, 'K': -2.374521555305392, 'H': -2.499521205602375, 'L': -3.1245185794317636, 'E': -3.499522620649588, 'I': -4.49951883781331}"
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'C': -0.7041407122510385, 'B': -1.8291409115063864, 'A': -2.2041409115063866, 'D': -2.7041415949006984, 'G': -2.8291374605453457, 'H': -3.454131385615746, 'E': -3.9541372529295042, 'F': -4.0791341826272145, 'J': -4.204114689024952, 'K': -4.454132522167598, 'L': -4.829131781850579, 'I': -5.204132157792277}"
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'J': -1.6060444597126848, 'K': -1.6060539863403291, 'G': -2.231052589477382, 'F': -2.3560533651890516, 'I': -2.3560537210509076, 'L': -2.481052753885611, 'H': -2.7310528740355062, 'D': -3.2310577840110404, 'B': -3.4810569777394935, 'C': -3.4810541222998084, 'A': -3.731060266494751, 'E': -3.7310553294924373}"
rSMFkjhskBteiyQMB,10,0,A,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This one looks like a person dancing They have one foot on the floor and another foot is raised"",""message_number"":1},{""role"":""matcher"",""text"":""is their head tilted back"",""message_number"":2},{""role"":""describer"",""text"":""their ears are made from a square shape"",""message_number"":3},{""role"":""describer"",""text"":""and then another 4 sided shape"",""message_number"":4},{""role"":""matcher"",""text"":""it's the last one we haven't selected"",""message_number"":5},{""role"":""matcher"",""text"":""it's the one with 2 heads almost"",""message_number"":6}]",yoked,"{'C': -1.325748757440239, 'B': -1.7007496970152904, 'G': -2.200746496434335, 'L': -2.4507452960202945, 'K': -2.5757464863640935, 'D': -2.825749997973929, 'H': -2.8257452960202945, 'A': -2.9507496970152904, 'J': -2.9507330202395377, 'I': -3.5757468360671107, 'E': -4.325752258300781, 'F': -4.450745717842166}"
rSMFkjhskBteiyQMB,11,0,E,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked,"{'I': -1.7910336152730852, 'K': -1.9160315685262566, 'G': -2.291032027736945, 'B': -2.4160354891585403, 'J': -2.541018175978634, 'A': -2.6660358024489352, 'C': -2.6660324495590175, 'D': -2.666036087703171, 'H': -2.6660315787098825, 'L': -2.791028859973632, 'E': -3.1660324495590175, 'F': -3.4160311007232833}"
rSMFkjhskBteiyQMB,12,1,F,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""man sat down with 1 knee up"",""message_number"":1}]",yoked,"{'G': -3.67922253387721, 'F': -0.3042238788704186, 'J': -3.1792067005646825, 'D': -3.3042259737382933, 'H': -3.4292204302835474, 'B': -3.679225216315957, 'A': -3.804225216315957, 'E': -3.80422336881316, 'K': -3.8042193660761234, 'C': -4.179222883580395, 'L': -4.17921817576953, 'I': -5.929216826977168}"
rSMFkjhskBteiyQMB,13,1,K,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""2 squares at the top, connected at 1 point, the bottom square blends into a triangle"",""message_number"":1},{""role"":""describer"",""text"":""squares are directly above each other vertically"",""message_number"":2},{""role"":""describer"",""text"":""it's not the bent knee"",""message_number"":3},{""role"":""matcher"",""text"":""the one doing the speech"",""message_number"":4}]",yoked,"{'K': -2.215488417103529, 'D': -1.465491831251326, 'H': -1.840489634928456, 'J': -2.090479674645444, 'A': -2.21549144186471, 'C': -2.7154894755632446, 'L': -2.840487058015995, 'B': -2.9654907961042385, 'F': -3.3404881084914964, 'G': -3.3404892352156894, 'E': -4.340488707013503, 'I': -4.965486454128679}"
rSMFkjhskBteiyQMB,14,1,C,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""flailing arm, hugging"",""message_number"":1},{""role"":""describer"",""text"":""2 arms up"",""message_number"":2}]",yoked,"{'C': -0.4901971597833641, 'B': -1.8651973055616766, 'A': -2.6151966635726382, 'D': -2.9901976920112054, 'G': -3.1151934216969033, 'H': -3.740190049595015, 'E': -4.615193226659977, 'F': -4.740191919324512, 'K': -4.740190049595015, 'J': -5.115172029830353, 'L': -5.365189435849992, 'I': -5.990186145790297}"
rSMFkjhskBteiyQMB,15,1,G,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""looks like a dog, at the top there's a square at the left and a triangle on the right they are connected to another triangle"",""message_number"":1},{""role"":""describer"",""text"":""the 3 shapes are connected to a rectangle, connecting to the triangle and a parallelogram"",""message_number"":2}]",yoked,"{'B': -2.828948585825031, 'I': -1.328947896466646, 'G': -1.8289455206882144, 'K': -2.0789449140961, 'A': -2.82894966988143, 'E': -2.828946890238398, 'C': -2.9539461682789345, 'H': -2.9539453501923156, 'J': -3.078933119316879, 'D': -3.203949585996795, 'F': -3.2039453501923156, 'L': -3.3289449011656806}"
rSMFkjhskBteiyQMB,16,1,D,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""speaker"",""message_number"":1},{""role"":""describer"",""text"":""no bent knee"",""message_number"":2}]",yoked,"{'B': -2.680552441311733, 'D': -1.805553056731698, 'A': -2.180552441311733, 'H': -2.1805486790804087, 'J': -2.180536679776441, 'K': -2.43054724296442, 'C': -2.555549571691242, 'F': -2.555548381347443, 'L': -2.8055469455206308, 'G': -2.930548803169314, 'I': -3.305547454334223, 'E': -3.430548803169314}"
rSMFkjhskBteiyQMB,17,1,A,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man, 1 foot up, 1 down, 2 heads"",""message_number"":1}]",yoked,"{'G': -2.4991389570160925, 'A': -0.7491451717953614, 'C': -1.6241413515365566, 'B': -2.499143106890066, 'D': -2.7491446032422493, 'F': -3.249136413158809, 'E': -3.6241400027008224, 'H': -4.249134045891268, 'K': -4.874133152900669, 'J': -4.9991102548248945, 'L': -5.374133152900669, 'I': -5.9991306602688566}"
rSMFkjhskBteiyQMB,18,1,H,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""swaddled baby"",""message_number"":1}]",yoked,"{'H': -1.943690733965712, 'F': -1.6936904698928406, 'B': -2.1936941246266297, 'D': -2.193694808020779, 'J': -2.443673652058716, 'G': -2.56869025184444, 'A': -2.8186934874794702, 'C': -2.8186906736664117, 'K': -2.8186888160172856, 'L': -2.943687084081882, 'E': -3.3186906736664117, 'I': -4.068686845665718}"
