gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition,model_logprobs
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'G': -1.7370269215454788, 'B': -1.2370270490646362, 'C': -1.2370270490646362, 'E': -2.487027168273926, 'I': -3.237027168273926, 'D': -3.487027168273926, 'H': -3.487027168273926, 'F': -3.987027168273926, 'K': -4.112026336744759, 'J': -4.237027168273926, 'L': -4.987027168273926, 'A': -5.737027168273926}"
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'G': -1.0473511808760547, 'F': -0.7973511942001442, 'C': -2.797351360321045, 'B': -3.297351360321045, 'H': -3.297351360321045, 'K': -3.5473507127263457, 'D': -4.547351360321045, 'I': -4.797351360321045, 'J': -5.047351360321045, 'L': -5.172351360321045, 'E': -5.797351360321045, 'A': -7.297351360321045}"
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'J': -2.505377186915999, 'H': -0.3803772603911744, 'K': -1.630376986730637, 'D': -4.005377005264325, 'L': -4.755377292633057, 'I': -4.880377292633057, 'G': -6.005377292633057, 'F': -6.505377292633057, 'E': -9.255376815795898, 'C': -9.380376815795898, 'B': -9.755376815795898, 'A': -10.005376815795898}"
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'C': -0.8711562013604897, 'G': -1.3711560881487344, 'B': -2.1211562156677246, 'D': -2.496156116355834, 'H': -3.2461562156677246, 'I': -3.7461562156677246, 'K': -3.996155434519461, 'F': -4.246156215667725, 'E': -4.496156215667725, 'J': -4.746156215667725, 'A': -5.121156215667725, 'L': -5.496156215667725}"
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'K': -2.8226368241621485, 'I': -1.0726373394621824, 'H': -1.6976373705180856, 'J': -2.0726374222400756, 'D': -2.572637334180505, 'G': -2.5726372880255846, 'E': -3.1976375579833984, 'F': -3.8226375579833984, 'L': -3.8226375579833984, 'C': -3.9476375579833984, 'A': -4.072637557983398, 'B': -4.197637557983398}"
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'G': -1.4906561903458022, 'C': -1.4906563758850098, 'D': -1.7406562701679518, 'B': -2.2406563758850098, 'H': -2.365656282590033, 'I': -2.7406561520820096, 'E': -3.2406563758850098, 'A': -3.9906563758850098, 'K': -3.990655239320111, 'L': -4.36565637588501, 'F': -4.49065637588501, 'J': -4.74065637588501}"
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'C': -0.9111155271530151, 'G': -1.4111154073599668, 'B': -1.7861155271530151, 'E': -3.0361156463623047, 'I': -3.2861156463623047, 'H': -3.5361156463623047, 'F': -3.6611156463623047, 'D': -4.286115646362305, 'J': -4.286115646362305, 'K': -4.411114814833931, 'L': -5.286115646362305, 'A': -6.786115646362305}"
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'D': -1.9897384842528083, 'G': -1.6147384092668644, 'C': -1.9897385835647583, 'F': -2.3647384643554688, 'B': -2.4897384643554688, 'H': -2.4897384643554688, 'A': -2.6147384643554688, 'E': -3.1147384643554688, 'I': -3.1147384643554688, 'K': -3.1147375221104308, 'L': -3.2397384643554688, 'J': -3.8647384643554688}"
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'B': -1.5370173454284668, 'C': -0.9120173454284668, 'D': -1.912017252133579, 'G': -2.7870170580600093, 'A': -3.412017345428467, 'H': -3.412017345428467, 'I': -3.537017345428467, 'E': -3.787017345428467, 'F': -4.162017345428467, 'K': -4.162016135562628, 'J': -4.287017345428467, 'L': -4.537017345428467}"
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'F': -2.4328316516859156, 'C': -1.3078317642211914, 'G': -1.3078316516859156, 'B': -1.5578317642211914, 'E': -3.0578317642211914, 'H': -3.4328317642211914, 'I': -3.6828317642211914, 'D': -3.9328317642211914, 'K': -4.307830821975255, 'L': -4.432831764221191, 'J': -4.682831764221191, 'A': -6.307831764221191}"
