gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition,model_logprobs
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'A': -0.41971704363822937, 'D': -1.4197170734405518, 'B': -2.4197170734405518, 'C': -4.419716835021973, 'E': -16.41971778869629, 'H': -17.66971778869629, 'F': -19.41971778869629, 'G': -20.66971778869629, 'I': -31.66971778869629, 'L': -31.66971778869629, 'J': -34.169715881347656, 'K': -37.169715881347656}"
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'C': -2.168884992599486, 'B': -0.1688850522041299, 'A': -3.6688849925994864, 'D': -4.168885231018062, 'E': -14.418885231018036, 'H': -16.668884277343746, 'F': -17.418884277343743, 'G': -21.168884277343746, 'I': -34.41888427734375, 'J': -35.66888427734375, 'L': -36.16888427734375, 'K': -41.29388427734375}"
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'B': -0.01006362307816381, 'A': -5.0100636482238725, 'C': -6.010063648223874, 'D': -8.010063171386708, 'H': -12.260063171386692, 'E': -14.510063171386637, 'F': -16.0100631713867, 'G': -16.51006317138671, 'J': -25.01006317138362, 'I': -27.510063171386026, 'L': -33.01006317138672, 'K': -37.01006317138672}"
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'B': -1.020431399345341, 'D': -0.5204313993451999, 'C': -3.520431518554643, 'A': -5.520431518554653, 'F': -12.52043151855436, 'H': -13.02043151855436, 'E': -13.77043151855436, 'G': -15.770431518554624, 'L': -25.270431518554688, 'I': -26.770431518554688, 'J': -29.020431518554688, 'K': -35.27043151855469}"
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'A': -0.002336036413898142, 'B': -6.502336025238027, 'D': -7.502336025237964, 'C': -8.502336502075188, 'H': -9.502336502075101, 'E': -12.752336502074996, 'F': -14.002336502075138, 'G': -15.502336502075156, 'J': -30.25233650206294, 'I': -33.25233459472656, 'L': -34.50233459472656, 'K': -38.00233459472656}"
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'B': -0.3364949524402456, 'C': -1.336494922637905, 'D': -3.836494922637895, 'A': -6.5864949226379235, 'E': -11.08649539947481, 'F': -15.33649539947504, 'G': -17.58649444580076, 'H': -18.336494445800756, 'J': -30.83649444580078, 'L': -31.33649444580078, 'I': -31.58649444580078, 'K': -35.58649444580078}"
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'B': -0.012166808359315068, 'A': -4.512166976928707, 'C': -7.0121669769287065, 'D': -8.51216697692869, 'E': -20.01216697692863, 'H': -21.512166976928704, 'F': -24.512166976928697, 'G': -26.26216697692871, 'L': -36.76216506958008, 'I': -37.76216506958008, 'J': -38.01216506958008, 'K': -42.51216506958008}"
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'B': -0.05943058058619366, 'C': -3.059430599212646, 'A': -4.559430599212646, 'D': -8.059430122375485, 'E': -15.559430122375481, 'F': -20.3094310760498, 'H': -23.0594310760498, 'G': -24.0594310760498, 'I': -35.05942916870117, 'L': -35.55942916870117, 'J': -36.80942916870117, 'K': -40.30942916870117}"
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'A': -0.47829091548919456, 'B': -0.9782909154891946, 'C': -5.4782910346984846, 'D': -10.478290557861317, 'E': -19.978290557861296, 'H': -21.47829055786132, 'F': -21.978290557861325, 'G': -24.978290557861328, 'L': -35.22829055786133, 'J': -35.47829055786133, 'I': -36.22829055786133, 'K': -40.97829055786133}"
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'A': -0.2311698943376538, 'B': -1.7311699390411368, 'D': -3.731169939041136, 'C': -5.231169700622558, 'E': -12.231169700622551, 'H': -14.481169700622557, 'F': -15.731169700622555, 'G': -18.231170654296875, 'J': -35.481170654296875, 'I': -35.981170654296875, 'L': -36.481170654296875, 'K': -40.731170654296875}"
