gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition,model_logprobs,model_prediction
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],[False],['A'],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'A': -2.1956465244293213, 'C': -3.0081465244293213, 'B': -3.2581465244293213, 'E': -3.5706465244293213, 'H': -3.6331465244293213, 'F': -3.6956465244293213, 'I': -3.6956465244293213, 'G': -3.8206465244293213, 'D': -3.8831465244293213, 'K': -4.008146286010742, 'J': -4.883146286010742, 'L': -4.883146286010742}",A
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'A': -4.15590763092041, 'C': -4.84340763092041, 'B': -5.03090763092041, 'F': -5.09340763092041, 'G': -5.15590763092041, 'I': -5.21840763092041, 'K': -5.34340763092041, 'E': -5.40590763092041, 'D': -6.03090763092041, 'H': -6.21840763092041, 'J': -6.65590763092041, 'L': -7.15590763092041}",A
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],[False],['F'],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'A': -4.768181800842285, 'I': -5.455681800842285, 'C': -6.893181800842285, 'B': -7.518181800842285, 'E': -8.080681800842285, 'D': -8.143181800842285, 'J': -8.205681800842285, 'G': -8.268181800842285, 'K': -8.393181800842285, 'H': -8.580681800842285, 'L': -8.705681800842285, 'F': -8.830681800842285}",A
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],[False],['A'],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'A': -3.1801486015319824, 'C': -4.305148601531982, 'I': -4.430148601531982, 'B': -4.680148601531982, 'G': -5.117648601531982, 'K': -5.117648601531982, 'E': -5.180148601531982, 'F': -5.555148601531982, 'D': -5.617648601531982, 'H': -5.805148601531982, 'L': -6.367648601531982, 'J': -6.805148601531982}",A
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'A': -5.745584011077881, 'I': -6.433084011077881, 'K': -7.058084011077881, 'B': -8.058083534240723, 'C': -8.870583534240723, 'G': -9.308083534240723, 'E': -9.558083534240723, 'D': -9.995583534240723, 'H': -10.058083534240723, 'F': -10.495583534240723, 'J': -10.558083534240723, 'L': -10.870583534240723}",A
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'A': -4.91733980178833, 'I': -6.10483980178833, 'C': -6.91733980178833, 'B': -7.60483980178833, 'G': -7.85483980178833, 'K': -7.97983980178833, 'J': -8.479839324951172, 'D': -8.667339324951172, 'H': -8.667339324951172, 'E': -8.729839324951172, 'L': -8.729839324951172, 'F': -9.167339324951172}",A
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'A': -4.482129096984863, 'C': -5.294629096984863, 'B': -5.732129096984863, 'I': -5.857129096984863, 'F': -5.919629096984863, 'H': -5.919629096984863, 'G': -6.107129096984863, 'D': -6.419629096984863, 'E': -6.607129096984863, 'K': -7.044629096984863, 'L': -7.482129096984863, 'J': -8.044629096984863}",A
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'A': -2.3293867111206055, 'C': -3.0168867111206055, 'K': -3.0168867111206055, 'B': -3.1418867111206055, 'H': -3.2668867111206055, 'I': -3.5168867111206055, 'G': -3.7668867111206055, 'E': -3.8293867111206055, 'F': -3.9543867111206055, 'L': -4.2668867111206055, 'D': -4.3293867111206055, 'J': -4.4543867111206055}",A
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'C': -1.517973780632019, 'A': -1.642973780632019, 'B': -2.2679738998413086, 'D': -2.7679738998413086, 'H': -3.2679738998413086, 'I': -3.2679738998413086, 'E': -3.5179738998413086, 'G': -3.5804738998413086, 'K': -3.8304738998413086, 'F': -4.330473899841309, 'L': -4.830473899841309, 'J': -5.330473899841309}",C
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'A': -4.838504791259766, 'I': -6.651004791259766, 'C': -7.151004791259766, 'E': -7.588504791259766, 'B': -8.026004791259766, 'D': -8.151004791259766, 'K': -8.151004791259766, 'G': -8.213504791259766, 'H': -8.588504791259766, 'J': -8.838504791259766, 'F': -9.526004791259766, 'L': -9.651004791259766}",A
