gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition,model_logprobs,model_prediction
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],[False],['D'],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'K': -0.0009333306807093322, 'J': -7.0009331703186035, 'L': -10.750933647155762, 'D': -14.750933647155762, 'I': -16.750932693481445, 'E': -17.250932693481445, 'C': -17.500932693481445, 'B': -18.000932693481445, 'F': -19.750932693481445, 'G': -20.750932693481445, 'H': -21.000932693481445, 'A': -21.500932693481445}",K
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'B': -0.000205018965061754, 'C': -8.500205039978027, 'E': -13.500205039978027, 'K': -16.50020408630371, 'D': -17.25020408630371, 'F': -18.25020408630371, 'A': -22.50020408630371, 'G': -24.00020408630371, 'H': -25.75020408630371, 'I': -29.25020408630371, 'J': -29.25020408630371, 'L': -32.000205993652344}",B
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],[False],['B'],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'J': -28.500001907348633, 'L': -13.750000953674316, 'I': -17.500001907348633, 'D': -19.250001907348633, 'K': -21.500001907348633, 'E': -24.250001907348633, 'B': -24.500001907348633, 'H': -24.750001907348633, 'A': -25.250001907348633, 'C': -25.250001907348633, 'F': -29.500001907348633, 'G': -30.750001907348633}",L
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],[False],['D'],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'A': -0.12728948891162872, 'B': -2.1272895336151123, 'J': -8.627289772033691, 'D': -9.127289772033691, 'K': -10.127289772033691, 'C': -10.627289772033691, 'E': -12.127289772033691, 'I': -12.627289772033691, 'H': -18.627288818359375, 'F': -19.377288818359375, 'G': -20.377288818359375, 'L': -21.627288818359375}",A
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'J': -0.007269715890288353, 'I': -5.007269859313965, 'A': -7.507269859313965, 'D': -12.507269859313965, 'K': -14.007269859313965, 'E': -14.507269859313965, 'C': -16.75726890563965, 'B': -17.25726890563965, 'L': -20.50726890563965, 'H': -23.75726890563965, 'F': -25.50726890563965, 'G': -26.25726890563965}",J
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'C': -0.6986883878707886, 'A': -0.6986883878707886, 'B': -5.198688507080078, 'K': -13.198688507080078, 'D': -15.448688507080078, 'E': -17.198688507080078, 'I': -20.948688507080078, 'J': -23.698688507080078, 'H': -25.198688507080078, 'L': -25.698688507080078, 'G': -26.948688507080078, 'F': -27.198688507080078}",C
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],[False],['J'],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'E': -0.00731385825201869, 'K': -5.0073137283325195, 'B': -8.00731372833252, 'A': -9.00731372833252, 'C': -9.00731372833252, 'G': -11.00731372833252, 'H': -13.00731372833252, 'D': -13.50731372833252, 'J': -17.007314682006836, 'I': -17.507314682006836, 'L': -17.507314682006836, 'F': -17.507314682006836}",E
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'E': -0.0726984441280365, 'J': -3.0726983547210693, 'B': -4.072698593139648, 'D': -5.072698593139648, 'A': -8.072698593139648, 'I': -8.572698593139648, 'F': -11.072698593139648, 'C': -12.072698593139648, 'K': -12.572698593139648, 'G': -17.07269859313965, 'L': -18.07269859313965, 'H': -21.57269859313965}",E
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],[False],['H'],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'A': -0.01936938799917698, 'C': -4.019369602203369, 'B': -7.519369602203369, 'J': -8.019369125366211, 'K': -8.519369125366211, 'E': -9.019369125366211, 'I': -11.269369125366211, 'D': -11.519369125366211, 'L': -12.519369125366211, 'H': -18.51936912536621, 'F': -19.26936912536621, 'G': -20.26936912536621}",A
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],[False],['A'],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'G': -2.4211978912353516, 'B': -0.42119792103767395, 'A': -1.4211978912353516, 'D': -4.421197891235352, 'E': -6.921197891235352, 'K': -7.921197891235352, 'F': -9.421197891235352, 'C': -9.921197891235352, 'H': -14.921197891235352, 'L': -21.17119789123535, 'J': -21.17119789123535, 'I': -22.42119789123535}",B
