gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition,model_logprobs,model_prediction
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],[False],['D'],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'G': -1.8387640714645386, 'E': -1.5887640714645386, 'B': -1.9637640714645386, 'C': -1.9637640714645386, 'I': -2.338764190673828, 'D': -2.838764190673828, 'H': -2.963764190673828, 'J': -3.088764190673828, 'F': -3.213764190673828, 'A': -3.713764190673828, 'L': -3.838764190673828, 'K': -4.088764190673828}",E
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],[False],['C'],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'G': -1.8904684782028198, 'F': -0.3904685080051422, 'B': -3.0154685974121094, 'H': -3.3904685974121094, 'C': -3.7654685974121094, 'K': -4.140468597412109, 'D': -4.265468597412109, 'E': -4.640468597412109, 'J': -4.640468597412109, 'I': -4.765468597412109, 'L': -4.890468597412109, 'A': -7.015468597412109}",F
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],[False],['F'],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'J': -1.4624919891357422, 'H': -0.4624919295310974, 'K': -2.587491989135742, 'D': -3.712491989135742, 'L': -4.087491989135742, 'I': -4.587491989135742, 'F': -5.212491989135742, 'G': -5.212491989135742, 'E': -7.837491989135742, 'B': -8.462491989135742, 'A': -8.962491989135742, 'C': -9.087491989135742}",H
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],[False],['A'],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'E': -3.9890670776367188, 'C': -1.1140670776367188, 'G': -1.3640670776367188, 'D': -1.9890670776367188, 'B': -2.4890670776367188, 'A': -3.1140670776367188, 'H': -3.3640670776367188, 'F': -3.6140670776367188, 'I': -3.7390670776367188, 'J': -3.7390670776367188, 'K': -4.364067077636719, 'L': -4.489067077636719}",C
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],[False],['D'],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'E': -2.7852463722229004, 'D': -1.66024649143219, 'H': -1.66024649143219, 'J': -2.1602463722229004, 'G': -2.2852463722229004, 'C': -2.6602463722229004, 'I': -2.6602463722229004, 'B': -2.9102463722229004, 'K': -3.1602463722229004, 'F': -3.2852463722229004, 'A': -3.4102463722229004, 'L': -3.4102463722229004}",D
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],[False],['D'],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'L': -3.680049419403076, 'C': -1.3050493001937866, 'G': -1.5550493001937866, 'D': -2.180049419403076, 'B': -2.305049419403076, 'H': -2.680049419403076, 'I': -2.805049419403076, 'E': -2.930049419403076, 'F': -3.430049419403076, 'A': -3.555049419403076, 'J': -3.805049419403076, 'K': -4.305049419403076}",C
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],[False],['F'],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'D': -2.9949169158935547, 'C': -1.4949167966842651, 'B': -1.7449167966842651, 'G': -1.7449167966842651, 'E': -2.1199169158935547, 'F': -2.8699169158935547, 'I': -2.8699169158935547, 'J': -2.8699169158935547, 'H': -3.1199169158935547, 'K': -4.119916915893555, 'A': -4.369916915893555, 'L': -4.369916915893555}",C
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],[False],['C'],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'G': -1.8052551746368408, 'F': -1.8052551746368408, 'D': -2.055255174636841, 'C': -2.180255174636841, 'H': -2.430255174636841, 'B': -2.680255174636841, 'E': -2.930255174636841, 'K': -2.930255174636841, 'L': -2.930255174636841, 'J': -3.055255174636841, 'I': -3.305255174636841, 'A': -3.555255174636841}",G
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],[False],['H'],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'C': -0.8774945735931396, 'D': -2.0024945735931396, 'B': -2.1274945735931396, 'G': -2.6274945735931396, 'A': -2.7524945735931396, 'E': -3.3774945735931396, 'F': -3.3774945735931396, 'H': -3.3774945735931396, 'I': -3.5024945735931396, 'J': -3.6274945735931396, 'L': -4.002494812011719, 'K': -4.127494812011719}",C
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],[False],['C'],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'G': -0.817284882068634, 'E': -1.8172848224639893, 'C': -2.3172848224639893, 'B': -2.4422848224639893, 'F': -2.5672848224639893, 'I': -3.0672848224639893, 'H': -3.5672848224639893, 'J': -4.067285060882568, 'D': -4.192285060882568, 'L': -4.567285060882568, 'A': -4.817285060882568, 'K': -4.942285060882568}",G
