gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,message,condition,model_logprobs
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'G': -1.6522865295410156, 'E': -1.6522865295410156, 'B': -1.9022865295410156, 'C': -2.0272865295410156, 'I': -2.4022865295410156, 'H': -2.9022865295410156, 'D': -3.0272865295410156, 'F': -3.1522865295410156, 'J': -3.1522865295410156, 'A': -3.9022865295410156, 'K': -4.027286529541016, 'L': -4.027286529541016}"
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'F': -0.15894941985607147, 'G': -2.908949375152588, 'B': -3.283949375152588, 'H': -4.033949375152588, 'C': -4.658949375152588, 'K': -4.658949375152588, 'D': -5.033949375152588, 'E': -5.783949375152588, 'J': -5.783949375152588, 'I': -5.908949375152588, 'L': -6.033949375152588, 'A': -7.783949375152588}"
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'K': -2.4170584678649902, 'H': -0.6670583486557007, 'J': -1.1670583486557007, 'D': -3.4170584678649902, 'L': -3.7920584678649902, 'I': -4.29205846786499, 'G': -4.66705846786499, 'F': -5.04205846786499, 'E': -7.79205846786499, 'B': -8.042057991027832, 'A': -8.792057991027832, 'C': -8.792057991027832}"
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'C': -1.1433560848236084, 'G': -1.3933560848236084, 'D': -1.8933560848236084, 'B': -2.3933560848236084, 'A': -3.0183560848236084, 'H': -3.2683560848236084, 'F': -3.5183560848236084, 'I': -3.8933560848236084, 'J': -3.8933560848236084, 'E': -4.2683563232421875, 'K': -4.5183563232421875, 'L': -4.7683563232421875}"
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'L': -3.3185057640075684, 'D': -1.6935056447982788, 'H': -1.6935056447982788, 'J': -2.1935057640075684, 'G': -2.3185057640075684, 'I': -2.5685057640075684, 'C': -2.6935057640075684, 'B': -2.8185057640075684, 'E': -2.9435057640075684, 'A': -3.0685057640075684, 'F': -3.1935057640075684, 'K': -3.1935057640075684}"
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'G': -1.5573222637176514, 'C': -1.4323222637176514, 'D': -2.0573222637176514, 'B': -2.3073222637176514, 'H': -2.6823222637176514, 'E': -2.8073222637176514, 'I': -2.9323222637176514, 'A': -3.1823222637176514, 'F': -3.1823222637176514, 'L': -3.6823222637176514, 'J': -4.0573225021362305, 'K': -4.1823225021362305}"
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'A': -4.3181304931640625, 'C': -1.443130612373352, 'B': -1.568130612373352, 'G': -1.693130612373352, 'E': -2.3181304931640625, 'F': -2.8181304931640625, 'D': -3.0681304931640625, 'I': -3.0681304931640625, 'J': -3.0681304931640625, 'H': -3.3181304931640625, 'K': -4.3181304931640625, 'L': -4.5681304931640625}"
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'G': -1.9242509603500366, 'F': -1.7992509603500366, 'D': -1.9242509603500366, 'C': -2.174251079559326, 'B': -2.549251079559326, 'H': -2.549251079559326, 'E': -2.924251079559326, 'K': -2.924251079559326, 'A': -3.049251079559326, 'L': -3.049251079559326, 'J': -3.299251079559326, 'I': -3.424251079559326}"
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'D': -2.053784132003784, 'C': -0.9287840723991394, 'B': -2.053784132003784, 'A': -2.553784132003784, 'G': -2.553784132003784, 'E': -3.303784132003784, 'F': -3.303784132003784, 'H': -3.428784132003784, 'I': -3.553784132003784, 'J': -3.678784132003784, 'K': -4.053783893585205, 'L': -4.178783893585205}"
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'F': -2.1600117683410645, 'G': -1.035011887550354, 'E': -1.785011887550354, 'B': -1.910011887550354, 'C': -2.1600117683410645, 'I': -3.4100117683410645, 'H': -3.7850117683410645, 'D': -4.4100117683410645, 'J': -4.4100117683410645, 'A': -4.7850117683410645, 'K': -5.2850117683410645, 'L': -5.4100117683410645}"
