gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,message,condition,model_logprobs
rSMFkjhskBteiyQMB,0,0,K,0.6666666666666666,[],[],"[{""role"":""describer"",""text"":""triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points"",""message_number"":1}]",yoked,"{'A': -0.31884127855300903, 'B': -1.3188412189483643, 'C': -5.318841457366943, 'D': -7.318841457366943, 'H': -19.5688419342041, 'E': -19.8188419342041, 'G': -22.0688419342041, 'F': -22.5688419342041, 'L': -29.3188419342041, 'I': -30.0688419342041, 'K': -30.3188419342041, 'J': -31.8188419342041}"
rSMFkjhskBteiyQMB,1,0,F,1.0,[],[],"[{""role"":""describer"",""text"":""This one looks like a person sat down Their head is a rotated square"",""message_number"":1},{""role"":""matcher"",""text"":""do they have bunny ears"",""message_number"":2},{""role"":""matcher"",""text"":""or knee up"",""message_number"":3},{""role"":""matcher"",""text"":""sat down with legs out"",""message_number"":4},{""role"":""describer"",""text"":""They look as if they are sad so the head is tilted down"",""message_number"":5},{""role"":""describer"",""text"":""1 knee up no bunny ears"",""message_number"":6}]",yoked,"{'B': -0.15347737073898315, 'A': -2.153477430343628, 'C': -3.653477430343628, 'D': -8.153477668762207, 'E': -18.90347671508789, 'F': -20.40347671508789, 'H': -20.40347671508789, 'G': -25.15347671508789, 'I': -31.65347671508789, 'L': -32.90347671508789, 'J': -34.15347671508789, 'K': -36.65347671508789}"
rSMFkjhskBteiyQMB,2,0,H,1.0,[],[],"[{""role"":""describer"",""text"":""Looks like a letter 'i'"",""message_number"":1},{""role"":""matcher"",""text"":""does it look like with its hand out or not"",""message_number"":2},{""role"":""describer"",""text"":""no hand it is just a head and a body"",""message_number"":3},{""role"":""describer"",""text"":""more like a baby that has been swaddled in a blanket"",""message_number"":4}]",yoked,"{'B': -0.7211436629295349, 'A': -0.7211436629295349, 'C': -3.7211437225341797, 'D': -5.72114372253418, 'H': -10.72114372253418, 'E': -12.47114372253418, 'G': -15.72114372253418, 'F': -16.72114372253418, 'I': -25.22114372253418, 'J': -27.22114372253418, 'L': -27.47114372253418, 'K': -33.22114181518555}"
rSMFkjhskBteiyQMB,3,0,J,0.6666666666666666,[],[],"[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}]",yoked,"{'C': -2.1572041511535645, 'B': -0.15720421075820923, 'A': -3.9072041511535645, 'D': -4.6572041511535645, 'F': -12.407204627990723, 'H': -13.407204627990723, 'E': -14.157204627990723, 'G': -15.407204627990723, 'L': -17.157203674316406, 'J': -23.657203674316406, 'K': -24.657203674316406, 'I': -27.157203674316406}"
rSMFkjhskBteiyQMB,4,0,D,1.0,[],[],"[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}]",yoked,"{'A': -3.576214658096433e-05, 'C': -10.500035285949707, 'B': -11.750035285949707, 'D': -14.750035285949707, 'E': -20.000036239624023, 'H': -20.000036239624023, 'F': -22.000036239624023, 'G': -23.000036239624023, 'J': -32.25003433227539, 'I': -33.25003433227539, 'L': -36.25003433227539, 'K': -38.75003433227539}"
rSMFkjhskBteiyQMB,5,0,I,1.0,[],[],"[{""role"":""describer"",""text"":""Looks like someone ice skating"",""message_number"":1},{""role"":""describer"",""text"":""there arms are out in front of them and they have one leg lifted off the ground"",""message_number"":2},{""role"":""matcher"",""text"":""lowkey like a rooster too"",""message_number"":3},{""role"":""matcher"",""text"":""with leg up at 90 degrees"",""message_number"":4},{""role"":""describer"",""text"":""yes to 90 degrees"",""message_number"":5}]",yoked,"{'C': -0.2072751522064209, 'B': -1.707275152206421, 'A': -5.457275390625, 'D': -6.457275390625, 'E': -11.457275390625, 'F': -17.457275390625, 'G': -20.457275390625, 'H': -20.707275390625, 'L': -30.207275390625, 'J': -30.707275390625, 'I': -30.957275390625, 'K': -32.457275390625}"
rSMFkjhskBteiyQMB,6,0,B,1.0,[],[],"[{""role"":""describer"",""text"":""Rotated square at the top, a triangle is touching it's point They are touching another triangle"",""message_number"":1},{""role"":""describer"",""text"":""this picture looks like an animal sat down"",""message_number"":2},{""role"":""matcher"",""text"":""do the two triangles kind look like wings"",""message_number"":3}]",yoked,"{'B': -0.049458377063274384, 'A': -3.0494582653045654, 'C': -7.0494585037231445, 'D': -12.799458503723145, 'E': -22.549457550048828, 'H': -29.049457550048828, 'G': -29.549457550048828, 'F': -31.049457550048828, 'I': -34.29945755004883, 'L': -38.54945755004883, 'J': -40.04945755004883, 'K': -40.79945755004883}"
rSMFkjhskBteiyQMB,7,0,L,1.0,[],[],"[{""role"":""describer"",""text"":""This looks like a person giving a speech from a book again but this time with knees bent"",""message_number"":1}]",yoked,"{'B': -0.03629462420940399, 'C': -3.53629469871521, 'A': -5.036294460296631, 'D': -11.286294937133789, 'E': -17.78629493713379, 'F': -23.03629493713379, 'G': -25.53629493713379, 'H': -26.78629493713379, 'I': -32.786293029785156, 'L': -34.786293029785156, 'J': -36.036293029785156, 'K': -36.536293029785156}"
rSMFkjhskBteiyQMB,8,0,C,1.0,[],[],"[{""role"":""describer"",""text"":""This looks like a person with their arms raised up"",""message_number"":1},{""role"":""matcher"",""text"":""like its going in for a hug"",""message_number"":2}]",yoked,"{'B': -3.5302882194519043, 'A': -0.03028811514377594, 'C': -7.530288219451904, 'D': -14.030287742614746, 'E': -20.280288696289062, 'H': -22.780288696289062, 'F': -24.280288696289062, 'G': -25.030288696289062, 'J': -32.53028869628906, 'L': -33.03028869628906, 'I': -34.03028869628906, 'K': -36.78028869628906}"
rSMFkjhskBteiyQMB,9,0,G,1.0,[],[],"[{""role"":""describer"",""text"":""This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down"",""message_number"":1},{""role"":""describer"",""text"":""it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side"",""message_number"":2},{""role"":""describer"",""text"":""kind of looks like a dog to me"",""message_number"":3}]",yoked,"{'A': -0.07782861590385437, 'B': -3.0778286457061768, 'C': -3.5778286457061768, 'D': -7.077828407287598, 'F': -10.827828407287598, 'E': -11.077828407287598, 'G': -13.577828407287598, 'H': -13.827828407287598, 'J': -28.077829360961914, 'K': -30.077829360961914, 'L': -30.327829360961914, 'I': -30.577829360961914}"
